ID_Client,Âge,Revenu_annuel,Score_depenses,Experience_travail,Taille_famille,cluster,Genre,Profession
756,98.0,49440.345586240015,55.0,1.0,6.0,1.0,Female,Artist
757,3.0,31299.804118720007,53.0,8.0,3.0,2.0,Male,Engineer
758,83.0,66448.9316688,26.0,1.0,5.0,1.0,Female,Engineer
759,13.0,72798.45874367999,36.0,6.0,6.0,3.0,Male,Artist
760,46.0,35234.64306624,64.0,8.0,6.0,2.0,Female,Entertainment
761,25.0,29086.527536,17.0,4.0,6.0,2.0,Female,Healthcare
762,4.0,60094.90377728,49.0,7.0,5.0,1.0,Female,Artist
763,64.0,52321.99344000001,67.0,0.0,2.0,1.0,Male,Lawyer
764,84.0,81097.96462784002,71.0,1.0,4.0,3.0,Female,Doctor
765,12.0,57041.099687040005,90.0,0.0,2.0,1.0,Male,Artist
766,56.0,96520.0128448,78.0,0.0,2.0,0.0,Female,Engineer
767,58.0,87971.83684128,60.0,8.0,1.0,0.0,Male,Entertainment
768,0.0,80964.0653328,22.0,1.0,7.0,3.0,Female,Marketing
769,25.0,59955.94106352001,84.0,1.0,3.0,1.0,Female,Engineer
770,28.0,97335.22325872,25.0,9.0,6.0,0.0,Male,Healthcare
771,78.0,30522.288044160003,29.0,0.0,5.0,2.0,Male,Engineer
772,56.0,58848.177568000014,57.0,6.0,3.0,1.0,Male,Entertainment
773,91.0,28270.75452000001,54.0,0.0,2.0,2.0,Male,Artist
774,77.0,52458.14314336001,84.0,0.0,7.0,1.0,Male,Entertainment
775,83.0,88237.94762512001,38.0,3.0,7.0,0.0,Female,Artist
776,64.0,40116.3413144,39.0,9.0,2.0,2.0,Female,Artist
777,19.0,48369.71382800001,73.0,0.0,6.0,1.0,Male,Entertainment
778,94.0,105829.38946256002,52.0,10.0,2.0,0.0,Male,Engineer
779,19.0,46320.71705264001,35.0,1.0,2.0,2.0,Male,Marketing
780,84.0,70334.26163328,25.0,1.0,7.0,3.0,Male,Entertainment
781,10.0,83775.95052864,10.0,2.0,3.0,3.0,Female,Healthcare
782,19.0,32753.005291360005,70.0,0.0,1.0,2.0,Female,Artist
783,74.0,43050.87376368001,29.0,7.0,4.0,2.0,Male,Engineer
784,95.0,66253.70874704001,42.0,1.0,2.0,1.0,Female,Artist
785,34.0,64802.75798272,93.0,1.0,4.0,1.0,Female,Homemaker
786,30.0,30521.725442080005,7.0,2.0,6.0,2.0,Male,Artist
787,53.0,63309.61206240001,24.0,2.0,6.0,1.0,Female,Entertainment
788,67.0,60428.52681071999,2.0,1.0,6.0,1.0,Male,Artist
789,23.0,47704.71816944,23.0,9.0,6.0,1.0,Female,Homemaker
790,25.0,37667.33446016,79.0,1.0,2.0,2.0,Female,Entertainment
791,84.0,86339.72820720001,11.0,1.0,4.0,3.0,Female,Lawyer
792,1.0,100263.56708512,17.0,1.0,7.0,0.0,Female,Artist
793,70.0,85554.33570352,42.0,4.0,4.0,3.0,Male,Entertainment
794,56.0,74747.31234880001,17.0,7.0,2.0,3.0,Female,Healthcare
795,0.0,83107.01665552001,86.0,1.0,7.0,3.0,Female,Lawyer
796,91.0,97282.3386632,29.0,9.0,1.0,0.0,Female,Doctor
797,81.0,83599.29347552,29.0,3.0,5.0,3.0,Female,Entertainment
798,33.0,34873.45253088,77.0,0.0,1.0,2.0,Male,Executive
799,75.0,51453.335828480005,13.0,1.0,4.0,1.0,Male,Artist
800,11.0,93530.90799376,84.0,1.0,2.0,0.0,Male,Executive
801,61.0,79054.59387328,50.0,0.0,3.0,3.0,Female,Artist
803,62.0,75288.53554976001,78.0,0.0,4.0,3.0,Female,Marketing
804,44.0,98693.90728192,32.0,4.0,5.0,0.0,Female,Artist
805,67.0,68371.90557824001,92.0,8.0,4.0,3.0,Female,Healthcare
806,30.0,106539.39328752,69.0,0.0,3.0,0.0,Female,Healthcare
807,92.0,45462.74888064001,26.0,1.0,1.0,2.0,Female,Artist
808,25.0,32369.3106728,84.0,1.0,7.0,2.0,Male,Entertainment
809,61.0,91990.50349872,51.0,0.0,4.0,0.0,Female,Healthcare
810,72.0,42692.496238720014,57.0,0.0,7.0,2.0,Female,Executive
811,89.0,88755.54153872,52.0,1.0,6.0,0.0,Female,Artist
812,37.0,103976.17821104,44.0,0.0,2.0,0.0,Female,Executive
813,59.0,105348.92728624,51.0,8.0,7.0,0.0,Male,Executive
814,41.0,45974.71677344001,36.0,1.0,3.0,2.0,Male,Entertainment
815,60.0,84401.00143952001,37.0,1.0,2.0,3.0,Male,Doctor
816,81.0,30072.20638016,73.0,1.0,6.0,2.0,Female,Entertainment
817,85.0,84820.70259120001,42.0,8.0,2.0,3.0,Male,Homemaker
819,65.0,31869.720025760005,12.0,6.0,4.0,2.0,Female,Doctor
820,19.0,66092.80455216,48.0,6.0,7.0,1.0,Female,Healthcare
821,78.0,44826.44592816001,9.0,10.0,7.0,2.0,Female,Artist
822,0.0,65688.85625872,28.0,7.0,3.0,1.0,Female,Marketing
823,26.0,101663.32106016,21.0,6.0,1.0,0.0,Male,Entertainment
824,2.0,69030.15001184,100.0,8.0,1.0,3.0,Female,Entertainment
825,60.0,95274.41183968002,55.0,7.0,2.0,0.0,Female,Healthcare
826,67.0,52421.01140608,25.0,4.0,1.0,1.0,Female,Artist
827,4.0,42675.05557424,40.0,4.0,5.0,2.0,Female,Homemaker
828,7.0,67153.30947296001,58.0,8.0,1.0,3.0,Male,Engineer
829,28.0,45877.38661360001,36.0,4.0,7.0,2.0,Male,Artist
830,67.0,37903.62733376001,75.0,0.0,7.0,2.0,Male,Artist
831,30.0,61719.135982240005,61.0,1.0,1.0,1.0,Female,Executive
832,38.0,93784.07892976,39.0,13.0,4.0,0.0,Male,Marketing
833,40.0,70315.13316256,34.0,1.0,7.0,3.0,Female,Engineer
834,6.0,82576.48289407999,83.0,1.0,7.0,3.0,Female,Lawyer
835,3.0,83010.81169984001,45.0,4.0,5.0,3.0,Female,Executive
836,51.0,66173.2566496,60.0,7.0,6.0,1.0,Female,Healthcare
837,63.0,48018.65013008,57.0,0.0,2.0,1.0,Male,Healthcare
838,65.0,98135.80601856,8.0,0.0,7.0,0.0,Male,Artist
839,44.0,39824.91343696,68.0,1.0,3.0,2.0,Male,Doctor
840,90.0,42461.26678384,63.0,0.0,7.0,2.0,Female,Healthcare
841,76.0,50680.320570560005,49.0,1.0,6.0,1.0,Male,Healthcare
842,62.0,104299.67440704,54.0,0.0,2.0,0.0,Female,Healthcare
843,5.0,94579.0356688,69.0,14.0,6.0,0.0,Female,Doctor
844,67.0,103872.09682624,38.0,12.0,2.0,0.0,Female,Artist
845,38.0,99327.95982608004,45.0,8.0,1.0,0.0,Female,Healthcare
846,31.0,42995.176157760005,21.0,9.0,7.0,2.0,Female,Healthcare
847,2.0,92406.26643584,51.0,9.0,3.0,0.0,Male,Entertainment
848,82.0,61429.39591104001,38.0,5.0,7.0,1.0,Female,Lawyer
849,66.0,74798.50913808001,26.0,4.0,1.0,3.0,Female,Healthcare
850,75.0,92603.17716384,32.0,8.0,1.0,0.0,Female,Healthcare
852,62.0,62932.10606672,86.0,6.0,1.0,1.0,Female,Healthcare
853,0.0,68595.82120608,41.0,7.0,1.0,3.0,Female,Lawyer
854,11.0,80478.53973776,42.0,1.0,3.0,3.0,Female,Executive
855,22.0,74121.69883584001,23.0,1.0,3.0,3.0,Female,Artist
856,76.0,80340.13962608,23.0,0.0,1.0,3.0,Male,Lawyer
857,85.0,80296.25666384,46.0,0.0,6.0,3.0,Male,Engineer
858,21.0,87288.27531408002,16.0,14.0,3.0,3.0,Male,Marketing
859,64.0,86419.61770256,48.0,1.0,4.0,3.0,Female,Healthcare
860,94.0,81122.71911936002,34.0,0.0,3.0,3.0,Male,Healthcare
861,83.0,97982.21565072,22.0,4.0,4.0,0.0,Female,Lawyer
862,93.0,41431.14237536,50.0,0.0,3.0,2.0,Female,Marketing
863,12.0,95821.82366352002,46.0,8.0,7.0,0.0,Female,Artist
864,0.0,79524.36661008,10.0,0.0,2.0,3.0,Female,Engineer
865,79.0,94185.77681488,9.0,12.0,5.0,0.0,Female,Marketing
866,90.0,32793.51264112,49.0,5.0,6.0,2.0,Male,Artist
867,45.0,44896.20858607999,77.0,0.0,2.0,2.0,Female,Doctor
868,82.0,82206.29072544,52.0,8.0,7.0,3.0,Female,Marketing
869,57.0,32257.91546096,14.0,1.0,4.0,2.0,Female,Healthcare
870,43.0,63897.531236,6.0,1.0,2.0,1.0,Female,Entertainment
871,63.0,69007.64592864,65.0,6.0,2.0,3.0,Male,Engineer
872,62.0,85423.24941888002,13.0,0.0,6.0,3.0,Female,Artist
873,43.0,104587.72667200002,80.0,9.0,4.0,0.0,Female,Homemaker
874,34.0,52900.91098032,98.0,1.0,4.0,1.0,Female,Healthcare
875,30.0,88491.6811632,22.0,2.0,2.0,0.0,Female,Artist
876,97.0,99015.71567168002,42.0,10.0,4.0,0.0,Male,Entertainment
877,68.0,57394.41379328001,37.0,0.0,4.0,1.0,Male,Artist
878,16.0,43827.82723616,67.0,1.0,2.0,2.0,Male,Artist
879,15.0,45648.407567040005,86.0,9.0,7.0,2.0,Female,Healthcare
880,25.0,72158.21757664,48.0,0.0,2.0,3.0,Male,Executive
881,29.0,35148.56494800001,24.0,6.0,4.0,2.0,Female,Artist
882,85.0,46613.83273632,75.0,6.0,4.0,1.0,Female,Artist
883,30.0,33353.30171072001,38.0,7.0,7.0,2.0,Female,Doctor
884,13.0,79653.20248640001,92.0,0.0,4.0,3.0,Female,Healthcare
885,88.0,96408.61763296,90.0,6.0,4.0,0.0,Female,Executive
886,5.0,44037.11520992,65.0,9.0,2.0,2.0,Male,Artist
887,95.0,43121.199023680005,61.0,0.0,1.0,2.0,Female,Artist
888,92.0,44056.24368064001,66.0,5.0,2.0,2.0,Female,Executive
889,63.0,44429.24885968,89.0,1.0,2.0,2.0,Female,Engineer
890,75.0,36866.18909824,73.0,1.0,5.0,2.0,Female,Marketing
891,67.0,52996.553333920005,71.0,5.0,7.0,1.0,Male,Artist
892,58.0,76347.91526640001,48.0,8.0,7.0,3.0,Female,Engineer
893,52.0,73460.64139184,31.0,8.0,3.0,3.0,Male,Entertainment
894,85.0,85685.98459024,68.0,1.0,5.0,3.0,Female,Artist
895,31.0,81342.13393056,89.0,1.0,1.0,3.0,Female,Doctor
896,84.0,52484.02283904,60.0,10.0,6.0,1.0,Female,Artist
897,93.0,49617.00263936,3.0,10.0,2.0,1.0,Female,Marketing
898,18.0,35084.99091296,81.0,7.0,3.0,2.0,Male,Lawyer
899,73.0,41829.464648,39.0,10.0,1.0,2.0,Male,Lawyer
900,3.0,81072.64753424001,42.0,8.0,7.0,3.0,Male,Healthcare
901,1.0,42486.58387744,17.0,7.0,3.0,2.0,Male,Lawyer
902,53.0,90567.6828384,62.0,4.0,2.0,0.0,Male,Doctor
903,75.0,57894.00444032001,28.0,7.0,6.0,1.0,Female,Artist
905,47.0,88700.40653487999,57.0,6.0,6.0,0.0,Female,Healthcare
906,66.0,66603.6472408,8.0,10.0,3.0,1.0,Female,Healthcare
907,17.0,65522.32604304001,100.0,8.0,4.0,1.0,Female,Artist
908,1.0,90698.20652095998,14.0,9.0,6.0,0.0,Female,Artist
909,16.0,97105.68161008002,50.0,4.0,6.0,0.0,Male,Marketing
910,52.0,94074.94420512,94.0,8.0,7.0,0.0,Female,Homemaker
911,21.0,39181.85925952001,19.0,5.0,1.0,2.0,Male,Artist
912,19.0,67633.2090472,46.0,7.0,2.0,3.0,Female,Homemaker
913,29.0,101493.97783408,23.0,7.0,6.0,0.0,Female,Engineer
914,40.0,63989.79797712,93.0,5.0,7.0,1.0,Female,Artist
915,76.0,62852.21657136001,41.0,1.0,2.0,1.0,Male,Healthcare
916,91.0,35335.91144064,20.0,0.0,4.0,2.0,Male,Engineer
917,24.0,38021.77377056,13.0,1.0,3.0,2.0,Female,Artist
918,4.0,54315.29260944001,60.0,9.0,1.0,1.0,Male,Artist
919,90.0,50446.84070736,69.0,0.0,2.0,1.0,Male,Artist
920,56.0,55686.35387840001,65.0,0.0,1.0,1.0,Female,Engineer
921,14.0,70324.13479584,17.0,1.0,3.0,3.0,Male,Lawyer
922,52.0,106382.98990928,12.0,0.0,6.0,0.0,Male,Artist
923,14.0,86551.82919136001,3.0,1.0,3.0,3.0,Female,Artist
924,30.0,59812.47753311999,16.0,0.0,7.0,1.0,Male,Artist
925,70.0,35388.23343408001,60.0,8.0,5.0,2.0,Female,Artist
926,14.0,84175.39800544002,78.0,4.0,6.0,3.0,Male,Healthcare
927,95.0,40545.60670144,97.0,0.0,6.0,2.0,Female,Healthcare
929,95.0,66710.54163600001,10.0,1.0,3.0,1.0,Female,Entertainment
930,12.0,46348.28455456,97.0,1.0,3.0,2.0,Female,Executive
931,82.0,64573.21633408,55.0,10.0,3.0,1.0,Male,Entertainment
932,2.0,81913.17504176,81.0,1.0,6.0,3.0,Female,Artist
933,51.0,91182.04430976,86.0,1.0,1.0,0.0,Male,Engineer
934,63.0,97258.14677376,11.0,0.0,7.0,0.0,Male,Healthcare
935,30.0,102484.72009696,6.0,1.0,3.0,0.0,Female,Artist
936,68.0,40207.48285136,81.0,5.0,7.0,2.0,Female,Artist
937,21.0,48140.73478144,1.0,0.0,6.0,1.0,Female,Healthcare
938,99.0,31984.49085008,72.0,6.0,3.0,2.0,Female,Entertainment
939,0.0,65701.79610656001,73.0,9.0,5.0,1.0,Female,Artist
940,80.0,38133.73158448,1.0,4.0,4.0,2.0,Female,Entertainment
941,51.0,39467.66111616,29.0,0.0,2.0,2.0,Female,Healthcare
942,18.0,104565.78519088002,82.0,3.0,6.0,0.0,Male,Artist
943,43.0,91476.2851976,17.0,3.0,3.0,0.0,Male,Artist
944,29.0,45063.30140384001,54.0,10.0,6.0,2.0,Female,Lawyer
945,20.0,103969.42698608,8.0,1.0,1.0,0.0,Female,Lawyer
946,39.0,33141.76332864,37.0,6.0,6.0,2.0,Female,Artist
947,9.0,82146.09230288002,69.0,9.0,5.0,3.0,Female,Marketing
948,45.0,76049.17356192,39.0,9.0,4.0,3.0,Female,Artist
949,65.0,64273.91202752,64.0,0.0,1.0,1.0,Female,Artist
950,64.0,88444.98519056,52.0,0.0,4.0,0.0,Female,Healthcare
951,81.0,72482.27637472001,23.0,5.0,4.0,3.0,Female,Entertainment
952,54.0,28786.09802528,24.0,0.0,7.0,2.0,Male,Entertainment
953,32.0,73204.65744544001,36.0,0.0,4.0,3.0,Female,Artist
954,29.0,48954.25738912,71.0,11.0,4.0,1.0,Male,Doctor
955,25.0,62662.05706832,93.0,0.0,2.0,1.0,Female,Artist
956,5.0,47092.04450432,82.0,1.0,1.0,1.0,Male,Entertainment
957,55.0,50948.11916064,49.0,8.0,2.0,1.0,Female,Healthcare
958,12.0,105399.56147344,14.0,6.0,3.0,0.0,Male,Healthcare
959,81.0,62546.723641920005,48.0,9.0,6.0,1.0,Female,Entertainment
960,87.0,36265.89267888,63.0,4.0,4.0,2.0,Male,Engineer
961,12.0,61671.31480544,97.0,7.0,3.0,1.0,Male,Artist
962,91.0,106532.64206256,4.0,7.0,1.0,0.0,Male,Lawyer
963,63.0,68049.53458640001,79.0,6.0,1.0,3.0,Female,Artist
964,97.0,95022.36610784,54.0,8.0,7.0,0.0,Female,Homemaker
965,89.0,73380.75189648,52.0,6.0,3.0,3.0,Male,Healthcare
966,59.0,90630.13166928002,56.0,9.0,1.0,0.0,Male,Engineer
967,26.0,39375.39437504,2.0,5.0,4.0,2.0,Female,Homemaker
968,5.0,95474.69818016,98.0,5.0,1.0,0.0,Female,Doctor
969,32.0,105148.64094576,49.0,1.0,7.0,0.0,Male,Healthcare
970,98.0,61357.94544688,41.0,6.0,1.0,1.0,Female,Engineer
971,31.0,106118.0043296,30.0,3.0,6.0,0.0,Male,Artist
972,59.0,61140.78104400002,57.0,4.0,5.0,1.0,Female,Artist
973,80.0,99918.69201008,34.0,0.0,2.0,0.0,Female,Entertainment
974,12.0,49151.7307192,3.0,1.0,2.0,1.0,Female,Marketing
975,80.0,53969.854932320006,23.0,0.0,2.0,1.0,Male,Engineer
976,59.0,54676.4831448,87.0,0.0,5.0,1.0,Male,Entertainment
977,56.0,58419.47478304001,17.0,1.0,2.0,1.0,Female,Artist
978,18.0,72721.9448608,11.0,1.0,3.0,3.0,Male,Doctor
979,66.0,85056.43286272,19.0,1.0,4.0,3.0,Female,Artist
980,67.0,99868.62042496,62.0,2.0,3.0,0.0,Female,Engineer
981,39.0,78819.98880592002,51.0,0.0,7.0,3.0,Male,Lawyer
982,23.0,37995.3314728,97.0,7.0,6.0,2.0,Male,Healthcare
983,47.0,74958.85073087999,61.0,1.0,6.0,3.0,Male,Executive
984,41.0,49494.91798800001,5.0,9.0,7.0,1.0,Female,Homemaker
985,40.0,92463.65184800002,23.0,0.0,5.0,0.0,Female,Healthcare
986,36.0,31004.438026720007,53.0,8.0,3.0,2.0,Male,Artist
987,12.0,38039.21443504,40.0,1.0,2.0,2.0,Female,Entertainment
988,60.0,104253.54103648,47.0,0.0,2.0,0.0,Female,Entertainment
989,24.0,87083.48815696,84.0,3.0,5.0,3.0,Female,Executive
990,17.0,61750.64169871999,96.0,9.0,3.0,1.0,Female,Artist
991,92.0,64457.88290768,51.0,1.0,3.0,1.0,Female,Executive
992,32.0,73530.40404976,93.0,1.0,2.0,3.0,Male,Artist
993,39.0,65214.58270528,24.0,13.0,6.0,1.0,Male,Doctor
994,50.0,39277.50161312,53.0,9.0,2.0,2.0,Female,Artist
995,85.0,66477.62437488,74.0,0.0,4.0,1.0,Female,Engineer
996,65.0,31833.713492640003,65.0,2.0,3.0,2.0,Male,Healthcare
997,17.0,104555.65835343998,36.0,4.0,3.0,0.0,Female,Artist
998,31.0,96669.102396,22.0,10.0,4.0,0.0,Female,Entertainment
999,24.0,43869.45979008,95.0,11.0,3.0,2.0,Male,Artist
1000,97.0,37307.26912896,75.0,0.0,1.0,2.0,Male,Entertainment
1001,92.0,46042.79162512,11.0,0.0,4.0,2.0,Female,Entertainment
1002,80.0,31343.68708096,5.0,5.0,6.0,2.0,Female,Artist
1003,33.0,89079.60033680001,45.0,2.0,5.0,0.0,Male,Healthcare
1004,8.0,41774.89224624,45.0,1.0,6.0,2.0,Male,Lawyer
1005,67.0,67301.27382,3.0,4.0,4.0,3.0,Male,Healthcare
1006,8.0,72993.68166544002,6.0,0.0,2.0,3.0,Female,Artist
1007,61.0,56826.74829456,60.0,0.0,6.0,1.0,Female,Lawyer
1008,83.0,49243.99746032,49.0,9.0,7.0,1.0,Male,Artist
1009,8.0,85317.48022784,98.0,8.0,6.0,3.0,Male,Healthcare
1011,14.0,92637.49589072,59.0,1.0,6.0,0.0,Male,Entertainment
1012,80.0,70675.76109584,62.0,0.0,4.0,3.0,Female,Executive
1013,85.0,58540.99683232001,22.0,8.0,4.0,1.0,Female,Artist
1014,88.0,46996.964752800006,56.0,1.0,5.0,1.0,Male,Artist
1015,76.0,93529.7827896,13.0,7.0,3.0,0.0,Female,Executive
1016,32.0,56760.9238512,60.0,4.0,4.0,1.0,Female,Entertainment
1017,99.0,31489.96362176,83.0,1.0,7.0,2.0,Female,Entertainment
1018,85.0,75547.33250656001,39.0,2.0,5.0,3.0,Female,Artist
1019,25.0,60012.20127152,22.0,1.0,7.0,1.0,Female,Lawyer
1020,99.0,82014.44341616001,94.0,1.0,5.0,3.0,Female,Executive
1021,41.0,67095.36145872,91.0,1.0,5.0,3.0,Male,Healthcare
1022,1.0,84488.20476192,59.0,2.0,2.0,3.0,Female,Artist
1023,45.0,31208.662581760007,51.0,1.0,3.0,2.0,Female,Healthcare
1024,55.0,55935.58659984001,82.0,0.0,5.0,1.0,Male,Healthcare
1025,20.0,82264.23873967999,25.0,0.0,3.0,3.0,Female,Marketing
1026,33.0,47392.47401504001,31.0,1.0,2.0,1.0,Female,Artist
1027,92.0,32086.32182656,75.0,1.0,5.0,2.0,Male,Entertainment
1028,93.0,49965.25332688,52.0,0.0,4.0,1.0,Male,Engineer
1029,60.0,94190.8402336,38.0,5.0,2.0,0.0,Male,Artist
1030,38.0,57298.77143968,17.0,3.0,2.0,1.0,Male,Doctor
1031,15.0,64170.95584688,87.0,2.0,5.0,1.0,Male,Artist
1032,74.0,82955.11409392001,16.0,1.0,5.0,3.0,Male,Artist
1033,47.0,46720.16452944,76.0,0.0,1.0,1.0,Female,Executive
1034,96.0,95074.12549920002,81.0,9.0,5.0,0.0,Female,Doctor
1035,97.0,41557.72784336,65.0,4.0,5.0,2.0,Male,Healthcare
1036,35.0,93263.67200576,51.0,1.0,4.0,0.0,Female,Healthcare
1037,19.0,100265.25489136,38.0,0.0,3.0,0.0,Female,Marketing
1038,60.0,91485.84943296,98.0,1.0,6.0,0.0,Male,Engineer
1039,37.0,56188.19493376,53.0,11.0,3.0,1.0,Male,Entertainment
1040,49.0,80207.92813728,77.0,1.0,7.0,3.0,Female,Artist
1041,1.0,62687.37416192,80.0,8.0,5.0,1.0,Female,Entertainment
1042,43.0,105679.73730928,38.0,1.0,4.0,0.0,Male,Artist
1043,46.0,96723.11219568002,50.0,1.0,6.0,0.0,Female,Artist
1044,65.0,64867.45722192,87.0,6.0,3.0,1.0,Female,Artist
1045,75.0,52957.17118832,27.0,6.0,7.0,1.0,Male,Healthcare
1046,40.0,96980.22134624,39.0,5.0,6.0,0.0,Male,Entertainment
1047,28.0,82475.77712176001,31.0,1.0,4.0,3.0,Male,Engineer
1048,78.0,36038.60143856001,44.0,0.0,3.0,2.0,Female,Doctor
1049,22.0,92033.2612568,49.0,9.0,5.0,0.0,Female,Artist
1050,6.0,52426.63742688001,83.0,1.0,3.0,1.0,Male,Entertainment
1051,46.0,84257.53790912,1.0,0.0,6.0,3.0,Male,Entertainment
1052,17.0,65724.30018975999,84.0,1.0,3.0,1.0,Male,Doctor
1053,46.0,61518.28703968,37.0,1.0,2.0,1.0,Female,Entertainment
1054,72.0,62779.07830096,99.0,7.0,4.0,1.0,Female,Artist
1055,38.0,93754.26101952,66.0,8.0,6.0,0.0,Female,Artist
1056,50.0,101982.87904160004,56.0,1.0,1.0,0.0,Female,Artist
1057,47.0,36685.59383056,81.0,1.0,2.0,2.0,Male,Healthcare
1058,72.0,63093.57286368,21.0,8.0,4.0,1.0,Female,Homemaker
1059,8.0,59046.77610224,57.0,1.0,6.0,1.0,Male,Doctor
1060,34.0,78206.75253872,24.0,0.0,4.0,3.0,Female,Artist
1061,53.0,38209.68286528,82.0,0.0,6.0,2.0,Female,Healthcare
1062,82.0,56250.64376464001,88.0,0.0,1.0,1.0,Female,Executive
1063,63.0,73769.50993376001,40.0,9.0,6.0,3.0,Male,Artist
1064,58.0,97437.0542352,37.0,9.0,4.0,0.0,Female,Doctor
1065,23.0,69038.02644096,21.0,1.0,1.0,3.0,Male,Marketing
1066,80.0,31388.69524736,30.0,1.0,6.0,2.0,Female,Artist
1067,45.0,41571.79289536,45.0,1.0,4.0,2.0,Male,Doctor
1069,84.0,85782.75214800001,12.0,0.0,7.0,3.0,Female,Artist
1070,45.0,85642.66423008,87.0,4.0,4.0,3.0,Male,Artist
1071,85.0,66206.45017232001,18.0,1.0,3.0,1.0,Male,Entertainment
1072,23.0,82406.01446384001,87.0,1.0,4.0,3.0,Male,Artist
1073,79.0,37160.42998608,75.0,1.0,7.0,2.0,Male,Healthcare
1074,47.0,91328.32085056,72.0,1.0,5.0,0.0,Male,Entertainment
1075,93.0,93402.07211744,71.0,0.0,3.0,0.0,Female,Doctor
1076,95.0,37918.25498784,81.0,2.0,5.0,2.0,Female,Entertainment
1077,44.0,41497.5294208,70.0,1.0,6.0,2.0,Male,Entertainment
1078,95.0,94279.73136224,66.0,0.0,1.0,0.0,Male,Entertainment
1079,28.0,73288.48515536002,45.0,8.0,4.0,3.0,Male,Engineer
1080,91.0,53360.55687967999,95.0,0.0,5.0,1.0,Male,Engineer
1081,81.0,87426.11282368,1.0,9.0,5.0,3.0,Female,Engineer
1082,90.0,77646.40086704,16.0,8.0,7.0,3.0,Female,Artist
1083,79.0,83426.01203488001,77.0,0.0,4.0,3.0,Male,Entertainment
1084,6.0,56840.25074448,28.0,1.0,1.0,1.0,Female,Artist
1085,38.0,29752.648398720004,24.0,1.0,1.0,2.0,Female,Lawyer
1086,87.0,86207.51671840002,15.0,8.0,1.0,3.0,Male,Healthcare
1087,93.0,35590.770182880005,13.0,1.0,7.0,2.0,Female,Engineer
1088,44.0,50728.14174736001,84.0,0.0,3.0,1.0,Male,Engineer
1090,84.0,30167.84873376,27.0,0.0,3.0,2.0,Female,Artist
1091,7.0,97281.21345904,94.0,3.0,4.0,0.0,Female,Executive
1092,41.0,53062.37777728001,86.0,0.0,6.0,1.0,Female,Artist
1094,33.0,38186.05357792,55.0,0.0,2.0,2.0,Female,Artist
1095,34.0,99329.64763232,62.0,1.0,2.0,0.0,Female,Healthcare
1096,53.0,76143.12810927999,56.0,10.0,2.0,3.0,Female,Healthcare
1097,47.0,72586.35775952002,57.0,0.0,3.0,3.0,Female,Healthcare
1098,53.0,60692.94978832001,3.0,1.0,6.0,1.0,Male,Doctor
1099,92.0,44744.30602447999,4.0,1.0,1.0,2.0,Male,Artist
1100,89.0,35657.15722832,59.0,12.0,7.0,2.0,Male,Artist
1101,27.0,87911.07581664,54.0,0.0,4.0,0.0,Female,Entertainment
1102,70.0,38186.05357792,41.0,9.0,3.0,2.0,Male,Entertainment
1103,86.0,89996.07912512,57.0,5.0,6.0,0.0,Female,Engineer
1104,99.0,58345.21130848,50.0,1.0,2.0,1.0,Female,Entertainment
1105,96.0,36407.66840304,84.0,2.0,7.0,2.0,Female,Entertainment
1106,65.0,50867.10446112,55.0,1.0,5.0,1.0,Female,Artist
1107,82.0,96261.215888,34.0,0.0,5.0,0.0,Female,Executive
1108,36.0,105378.18259440002,85.0,6.0,7.0,0.0,Male,Engineer
1109,30.0,78628.14149664,46.0,0.0,6.0,3.0,Female,Lawyer
1110,96.0,51323.93735008,56.0,0.0,5.0,1.0,Female,Healthcare
1111,69.0,80974.19217024001,30.0,9.0,7.0,3.0,Female,Engineer
1112,34.0,51965.303721280005,14.0,0.0,6.0,1.0,Female,Healthcare
1113,74.0,98478.43068528,25.0,4.0,1.0,0.0,Male,Artist
1114,97.0,82871.84898608,93.0,1.0,5.0,3.0,Male,Lawyer
1115,56.0,67116.17773567999,49.0,0.0,7.0,3.0,Male,Engineer
1116,30.0,71060.01831648,44.0,0.0,1.0,3.0,Female,Artist
1117,13.0,56624.21154576,49.0,1.0,3.0,1.0,Male,Executive
1118,95.0,94890.15461904,16.0,11.0,5.0,0.0,Female,Engineer
1119,2.0,59293.19581328001,42.0,1.0,7.0,1.0,Female,Executive
1120,78.0,98556.06977232,43.0,9.0,4.0,0.0,Female,Executive
1121,54.0,92840.03263952,12.0,1.0,2.0,0.0,Female,Entertainment
1122,85.0,38376.213080960006,26.0,7.0,4.0,2.0,Female,Healthcare
1123,13.0,36328.34150976001,71.0,1.0,2.0,2.0,Male,Artist
1124,85.0,52091.88918928,99.0,8.0,2.0,1.0,Female,Artist
1125,41.0,39230.2430384,97.0,1.0,4.0,2.0,Female,Artist
1126,25.0,88212.06792944,57.0,2.0,4.0,0.0,Female,Marketing
1127,74.0,31982.80304384,41.0,5.0,1.0,2.0,Female,Artist
1128,8.0,83518.27877600002,55.0,0.0,6.0,3.0,Male,Healthcare
1129,62.0,84738.56268752,32.0,10.0,6.0,3.0,Male,Artist
1130,52.0,56407.04714288,10.0,1.0,6.0,1.0,Male,Artist
1131,36.0,61827.1555816,56.0,5.0,2.0,1.0,Female,Healthcare
1132,11.0,85900.33598272,24.0,0.0,3.0,3.0,Male,Lawyer
1133,84.0,75256.4672312,83.0,1.0,3.0,3.0,Female,Artist
